Country,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Viet Nam,,,841.930159385155,915.0895465515051,1026.4268013544445,1286.5288667141838,1784.2174218104822,2137.6255965452515,2401.4509144394115,2672.286425006313,2686.520590156901,3360.8603802573457,3727.24927627619,4255.721581236996,4562.632500691308,5017.4017873723415,5073.853533652233,5500.0,,,,,,
Kazakhstan,221.48620652055394,245.95671944623857,317.56431513076967,426.4417245561804,591.9852498494882,793.0271474910579,1359.776098699349,1540.810813057465,1271.8902757344215,1501.815343897391,1803.9707818116094,2177.5432054884554,2551.1243747083067,2306.468864809557,2046.197674331204,1281.103431979172,1390.6190952539735,1498.3785327077314,1853.499708868923,1548.1757749091753,1617.7933749973538,1163.0539942791354,1164.302584933854,1208.9679058981856
Kyrgyz Republic,35.81360742486254,43.78246419143919,55.06847902786814,63.015184091873586,75.71886627751037,89.81192641129282,116.26349075337052,149.3092145915472,148.96109462732,184.39935993803886,210.65190198487772,211.84394685615206,234.442449229016,252.115132114057,230.50750895673355,227.83218717759019,239.3976139449192,250.49425234923092,254.03077893047518,258.288068196585,262.7001098758285,352.1328098310123,483.86868842276806,473.0466608752266
Tajikistan,12.468225563719603,25.577668199397277,34.788346393934745,45.11009893923939,,,,52.467120604421225,47.529274315605,53.75693370815512,71.34211679370438,76.26047183132779,,104.28068919281768,100.67958040709917,84.59018362804856,78.30524163546994,81.4196352813393,82.7683912267814,77.49756572541384,89.9920078145813,203.9420832955756,285.06344990408735,246.39347302058226
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,59.76061046511628,45.914432989690724,54.1336954635028,,,,,,,,,,,,,,,1440.3850722075165,,,,,,
Albania,53.23204516151514,58.649352502586424,76.14288176066567,100.9223584354933,110.14085268593365,140.98390065991597,194.84030924084274,255.67795781850086,182.7368624977758,185.89324199507388,197.0067892363348,183.20469566021168,180.01550882086661,178.12036802776305,132.3506675908342,130.85320362646382,144.38268871993475,175.88668857587416,197.22591331889257,196.5963089844182,222.81454011666085,228.6931596237378,397.61761306954554,535.4725592068793
Bosnia and Herzegovina,,241.02551764292622,202.2828388913574,200.10030727037255,173.3048476524747,178.3755700513768,195.04968509447167,233.29239065308568,242.4713578475591,219.9154895242223,211.8782606223435,197.34465021251995,197.61718882590543,190.38045464127472,162.21568188047118,157.9120105787029,156.25830209392853,172.07331781494943,165.36920435031482,167.52186588921282,209.7218863361548,184.48479933661622,197.33251579831193,215.9748685076517
Bulgaria,406.0035428043081,455.9504665427689,569.0540774513764,620.9090158782561,667.6703957106465,715.7195354236277,990.1682936216367,1161.4514778030393,904.9612921112683,832.5492930099703,757.9312600429447,722.0524949903091,811.6343302320216,747.5325321364387,632.5096350034006,670.5928583597237,720.0379708542399,961.2972745944962,2158.5575271894672,1119.0115398065043,1275.2448905550855,1436.9013695197298,1989.7034778381724,2329.8342541436464
Croatia,623.6075293667859,721.3910267159096,712.4964033255708,726.8100823241949,784.7273184548906,825.6410920829061,953.886579582177,1243.402599965793,1100.0105478921544,981.7993289997144,1090.9239019325412,953.0700020107224,962.0514956138462,1076.4249457247915,891.5404797242875,836.0456833801545,911.3635214684042,950.5824881790669,985.7625515255588,981.3893288335565,1360.3460034644795,1282.1106128046986,1439.0603324964022,1629.0556020690954
Czechia,1182.5199222827216,1494.3903966278233,1885.7066893544613,2042.0859306298103,2439.538514196031,2449.9637097488007,2707.677752208813,2918.6958533713687,2718.559513193097,2497.902954713247,2474.3132590034975,2220.610394585621,2148.784401091433,2022.883295194508,1779.8871893897049,1954.9350000452812,2077.72206082334,2710.0175833052126,2910.2524966202955,3252.505061818808,3935.6309650053026,4005.428325664086,5056.277310052805,6524.946704278731
Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,93.81853990421199,122.06953065395737,171.4119238560682,204.96818024280657,204.51702102326723,236.32444919018945,371.974547445358,429.66269888880834,353.36657657455044,332.1801569879983,389.23758088843476,436.852911624656,479.31446082434115,512.1190451235256,463.5688144615726,497.6534042560566,537.440226919815,614.9451742738099,637.0353784146887,718.1123902883847,748.5808893093661,818.2789637096434,1235.9497149969102,1441.9197327743057
German Democratic Republic,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,86.9667410976613,147.22484018430958,189.14425139214106,229.35332250095294,272.5511157794651,367.82549044443806,481.4926271441468,581.7522729265941,363.8092510700886,259.67212419746744,296.83492921251104,255.74034258924888,283.5689327399981,295.72896526571094,282.6882555173561,404.55245216626344,482.46199911382143,709.3705369262184,691.8943125839678,742.0494699646644,823.0842005676442,856.1427717990358,1253.7964399462405,1425.694079367243
Lithuania,166.875,181.48144119054868,210.82241323545267,270.84179976192104,303.81900635179267,351.60578876038693,442.00449334913014,541.3901946476149,404.8260286711513,326.3209186864288,344.60521542864046,328.6316816129308,354.86214970338443,426.9136953658939,471.2210269490962,635.4481024122891,812.1069650199627,1056.3837446738194,1093.819973130318,1174.056765074661,1306.7644276253548,1734.3727649835503,2162.912001244593,2627.47414171702
North Macedonia,226.30300233255093,106.30957671974116,115.8272017201039,135.25629479112484,127.00365435225034,126.00887672176026,162.56723705449164,172.65815891486756,158.71666145131812,130.02146910642912,132.4619948090471,119.41040252410194,126.5063487034247,124.18510567970968,99.98365956435407,103.52013726839455,100.75469205276137,119.60616396734459,146.09338039957785,153.53748289507746,205.55566324849283,220.21418736261475,266.629712724026,353.68497998573173
Montenegro,,,,,60.811819131472916,62.34781550566336,64.19047462628552,85.1063829787234,76.68338790541826,75.09486189564862,79.37666381689152,67.71220130182168,64.83624307749093,67.54401804251837,56.89142730398138,61.71455161002053,65.73488637693362,75.3656032010198,73.96215853112406,82.9203237205061,91.13765373699148,98.01151901183874,114.26052609971435,150.03320850397313
Poland,3630.645594665234,3776.173214412639,4150.261758565008,4778.627749040365,5896.4048611025255,6619.413758878047,8589.13636445745,9349.421394298617,7903.812008435519,8790.170132325142,9455.422988001417,8986.83879209222,9275.711727445881,10345.153574872198,10212.785780607508,9164.190586637735,9870.680628272252,12040.673422956454,11786.153846153848,13718.291431503332,15295.541731467083,15341.313422532776,26342.76430158256,38000.72865237
Romania,985.6576556736221,1056.1360624890335,1250.3275592543398,1530.183903960584,1975.975151442349,2251.493424659485,2607.689941556444,3000.4049450942093,2225.1445399481195,2086.2204600522355,2379.8714824132967,2102.886223401188,2452.512981081276,2691.470287458852,2580.594158275774,2644.159836085372,3622.0684918064962,4359.021208905095,4613.0403968816445,5052.321470657554,5300.529355149182,5187.965337043869,5628.033535951844,8715.729594321898
Serbia,494.0692264812736,678.5116998430082,730.5671229165725,739.1720650755207,629.5009428334167,705.0627142725234,971.5705646368481,1111.6315378610461,974.2884792381245,872.339631719991,986.9581936743695,865.0724197455364,932.2035953024288,918.5571782840711,700.1893514398879,784.5779432878213,796.4466377762001,1064.7473168594288,1178.580562873011,1282.5293327097188,1813.0077423878124,1451.3488372826162,1796.87944010484,2322.8301016066002
Slovakia,393.9965983215895,440.05928604185914,624.5084545812033,711.2904280257394,823.3134554495834,911.3706267600489,1139.1944877528663,1411.7102848947,1350.2944392041043,1137.680535597216,1064.842810573361,1020.1800347940494,967.923107869653,997.7038218026678,985.9154929577466,1003.0480836894296,1049.0743469102863,1295.9881024043057,1802.5078369905955,2047.1902427903797,2064.8060548722797,2085.664762257356,2441.648912493896,2849.2247382802107
Slovenia,271.48879038865914,326.9595228120574,416.9067536765131,493.1538929137311,514.1727994667635,608.8337533729663,692.6549125558757,829.3844069286263,798.868642190033,772.0851075101484,665.6796713722711,543.4964165212631,506.74293210331416,486.1948703960181,400.77187534656764,449.17753909570104,473.79675720880743,529.4961226585461,572.8840125391849,567.6507466089138,762.7719962157048,775.1562933856135,912.9174031227177,951.9049998810118
Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,66.24762645970476,64.10640565236426,76.58799888728201,98.0704881985412,140.73810267715712,188.18911643111238,280.1086883439205,395.9943654422507,359.4993434870335,395.0115077878285,390.87143390219086,380.57167889606836,444.5518595011059,457.807021791353,447.37980750681885,431.3962186016581,443.6104133409947,513.2520264823678,652.0001748240832,633.9604001152595,619.4354717100929,795.2015800497068,1326.2456793866893,1418.0117107942972
Azerbaijan,131.96366006418867,139.89409194333467,176.55216230580788,228.24963162565027,304.52147773320036,717.111853555619,946.5997921046375,1607.7992259195248,1472.9099769465142,1476.6087335700493,3080.084995808461,3246.1226126303864,3367.5741611974386,3427.179917064822,2900.5513821521513,1396.9691076583222,1528.8595922938523,1672.1764705882354,1854.235294117647,2237.7647058823527,2703.1764705882356,2991.035294117647,3561.6705882352944,3777.088235294118
Georgia,23.829967872958292,33.97580703927713,42.64740288490667,70.419742780372,214.0714301476267,404.1720258589217,931.7505642057121,1090.1602506053837,603.6552149369347,454.1782151553575,468.7796268362529,491.9825293585331,441.87892697677154,415.64321085748213,299.51417628460484,315.19444632233643,321.13664460766495,333.9123818409045,310.61412850550226,287.86407766990294,300.48943443132384,401.3817261846843,508.40141939870364,615.8640455928504
Moldova,5.96186582304063,6.978372204413986,8.246742536698004,9.378005953105104,11.960379694593477,16.449497757232827,22.718473793029595,36.84565050038491,24.90638726866854,18.33571827023356,22.96696369243351,23.870072823950988,26.710522134299424,27.565559837630307,23.051814594477925,27.431006079722557,30.926160543156936,37.4046895300252,43.00932857307383,44.53378065710319,51.303602882305846,52.3309486841982,94.36290535631728,110.72550200012377
Russia,11683.151344772614,13943.825063400162,16973.73908510361,20955.41357062786,27336.9772736915,34517.78161891802,43534.99499624719,56183.7853932539,51532.11679751988,58720.22760875794,70237.5239514946,81469.39993125766,88352.89646355981,84696.5046534978,66421.82217992056,69245.2945528466,66913.03353678314,61609.20475641708,65201.335848356466,61712.53716893713,65907.7050471045,102366.63645968008,109203.62473837858,148967.27514048334
Ukraine,1088.575172742435,1176.3557377849368,1427.9847506605481,1685.0341594005092,2405.4925820482254,2986.475247524753,4096.039603960397,4811.038840223116,3452.51129473614,3729.4572334430495,3684.633313084558,4136.914809354989,4386.419892405856,3961.5513786803726,3502.7337442387357,3423.286810509843,3647.5651955403505,4750.21903104009,6262.432160712211,6838.766421177517,6898.123104359392,41183.92747281194,64908.02532704768,64704.99002547817
Cyprus,327.62716029158815,242.48349099552414,288.42760580203236,338.47456632165574,380.87502884939164,387.7036719618826,405.176368466016,453.8030541619365,471.3527810925438,477.5874285638605,479.73531844499587,414.4963214415118,384.9253610459412,357.8068225989243,327.89176000887215,295.3550099535501,359.0616510162441,450.4089798519882,463.6139722346619,483.4150233671492,541.8046357615895,532.5123898794249,558.8783108111028,598.1857556070449
Finland,1479.270879007794,1611.406522046021,2475.0597431078863,2892.9381239924955,2999.3910488025917,3128.5174744456294,3296.557750138623,3958.1183341047195,3940.584835357924,3717.180504760468,4099.505807285694,3943.2399581649092,4161.139945217411,3985.5083519883165,3399.1349672840197,3415.0082496504506,3431.090216953642,3754.5884824663904,3635.2440662785493,3868.6880200615524,3831.5988647114473,4446.368019386269,5928.02105436018,6987.848067308337
France,27951.56638441603,30578.398932821656,38569.11581293607,44524.57961259987,44442.050523139165,45792.14841552436,50684.467384422926,55365.96584483099,56441.455398190985,52044.06056505242,54120.87100950157,50216.50740316641,52001.46244766376,53134.75089880245,45647.47164050127,45703.38275042233,47628.07710432421,51321.36491861714,50454.545454545456,53423.00239370797,58734.626300851465,54677.44242597626,59491.96416610127,64675.01530619972
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,19519.381482044904,21610.059761893554,26824.21329204071,30261.076654684523,29737.642391682835,29633.02226331352,31982.43179248821,36839.98974621891,34054.4813243999,32020.819951128742,33828.804971119964,29781.008205125567,29957.44590451684,27701.03433494218,22180.845070422536,25033.027894675393,26447.89291542744,28420.098438440564,26380.673981191223,32929.09381055512,36232.72232734153,34691.881158127675,36933.180928345166,37964.57831690215
Luxembourg,144.7122216303602,138.59316949104704,179.45926235985343,212.0179594206214,220.21089670079115,223.2722130269358,258.43279719653026,213.86457684842713,201.43281243271102,247.6673575747141,232.1524143156022,214.57187129799277,233.6823964129752,252.07942306184427,249.52866807142067,235.55594468120012,323.138029306824,355.27542697968676,381.7733990147783,425.16812948820245,403.26395458845786,509.90855922039185,662.4924663457452,871.6431411964221
Malta,27.119323113904972,28.40369079676857,34.125502004604385,40.52646918882293,52.49896331758239,44.43442583726032,49.26337711565586,56.03251913428791,59.110111510426584,58.728949930136615,55.893126481361776,49.92200890665995,53.789438883423024,56.51487991665989,51.79660641011423,59.672922989577785,64.23588816573347,66.86909103785277,80.26757725033588,86.28747292830275,87.95056764427625,79.01756039277392,112.63672153534341,109.25489636134313
Spain,10222.074075399772,10270.839019340263,12880.532801224332,15262.45863676718,15997.72422026563,17252.217612693363,20065.66863480958,22227.721829567512,20178.274984961998,19710.78544987385,19695.435494296973,18860.623363407656,17242.95932200239,17178.54931476189,15187.168681379617,14014.43963518389,16043.533257461726,17823.271130625686,17189.319301388266,17431.779322922604,19544.465468306527,20306.570632830448,23821.20215556545,24615.39792874126
Switzerland,2763.655325250945,2882.6967618583226,3270.337504177032,3503.819863289103,3484.636759344031,3328.9733937344477,3524.7465364845843,4098.459038491723,4055.5443233407464,4115.407849191205,4973.863848781927,4592.165377675208,5032.883664327698,4612.776476684807,4521.07690931875,4571.348246673114,4628.401508544773,4736.844967476971,5021.931589537224,5731.416400425986,5485.229759299781,5652.315105803478,6289.176348464885,6722.303543869969
United Kingdom,39512.579943649725,44245.26599830941,52343.12227706736,60250.78254470321,61653.635038461965,64217.61952832726,73448.03201416646,72915.40766974038,64010.50666980102,63979.111970269434,66569.55257313492,65452.48755424162,63837.72485543124,66995.46865428948,59990.20571932446,53327.366087712755,52075.008432054296,55832.91640524925,56567.602040816324,58332.3717948718,65148.595797799186,64069.879004169685,75303.38748001806,81763.17306967443
European Union,,,,,,,,,,,,,,,,,,,,,,900.3172145699933,1273.7628618718156,1187.7178293969898
Bahrain,372.3404255319149,444.1489361702127,515.9574468085107,531.9148936170212,513.2978723404256,574.2021276595746,642.5531914893617,719.9468085106382,828.1914893617021,842.8191489361702,1033.5106382978722,1182.18085106383,1347.6063829787233,1475.2659574468087,1442.0212765957447,1505.534574468085,1532.7127659574471,1527.6595744680856,1557.712765957447,1404.7872340425533,1437.5,1598.06914893617,1622.3936170212764,1383.973404255319
Egypt,2834.256229549459,2902.768425240073,2383.914898271713,2369.743586433063,2659.4397135752392,2952.5201590045294,3306.9082572226075,3779.8803497468934,4017.404478271456,4407.286452719168,4463.974191069017,4557.748767350389,4359.83424376995,5085.12157627973,5475.490833441686,4513.022526816316,2765.5884340120665,3119.587363842486,3743.6714515456547,4505.374644325008,5165.445626552845,4645.9220475088,3167.1501259135607,2396.2111638226684
Iran,10378.791765718619,3243.891033232663,3717.0684497839247,5243.621132599411,6796.744965394759,8751.474767035876,9330.901881771117,11081.950208569098,12584.623338706246,13561.272454213882,14277.667360568184,16493.96328692867,11997.1869840994,9901.118855302648,10588.769670868436,12263.957414621567,13931.196489797547,11795.842412294844,4921.057693827596,3349.7020080458146,5699.580109499255,7459.331830845907,7390.861136377818,7891.903306818182
Iraq,,,,613.7248696178667,1120.2785326086957,1236.0810129342656,1989.9487473795803,3116.3040198477893,3237.1794871794873,3752.9059829059825,4278.6324786324785,4141.066053834346,7780.188679245283,6923.644082332762,9604.23101085097,5970.383697669416,7416.385135135135,6317.977150052539,7598.829335745368,5649.373636979964,4771.002728739036,4691.837701163389,5518.874505283099,6178.546529675486
Israel,8504.27401234054,7981.518926426078,8225.281206289676,8605.125435633357,8921.942197562224,9315.25356781371,11382.202878230219,13803.713496580285,12754.237934664856,13875.211595706838,15100.066207767746,14524.419593767505,16247.825942460868,17737.375713577003,16457.098752197602,17434.558598548465,19357.002461070504,19899.819039512953,20339.22558922559,21816.56976744186,24340.979541227527,23406.07457304864,27498.52785685238,46505.2983693376
Jordan,528.9266456318417,521.8617771509169,611.8476727785613,586.7418899858957,603.6671368124119,701.5514809590974,1032.4400564174896,1358.3835799043777,1568.3098591549297,1557.887323943662,1594.7887323943662,1472.8169014084508,1444.929577464789,1548.8732394366198,1614.929577464789,1769.4366197183099,1939.718309859155,1957.7464788732395,2032.1126760563382,2055.9154929577467,2176.760563380282,2334.5732394366196,2450.2391030452545,2560.2816901408455
Kuwait,2685.7352784534683,2821.5218778996687,3130.7464128961246,3450.1187648456053,3509.4178082191784,3597.8164975738864,4115.736733588071,4430.342077462169,4208.871205934986,4335.204653061509,5393.526319031521,5941.536636945587,5697.937802280067,5832.103419529835,5735.132890365449,6446.742131362371,6764.636913878053,7165.2790595364495,7373.519736842106,6941.042345276873,9024.335548172758,8244.121401265984,7755.031935627666,7792.925565710376
Lebanon,958.5406301824212,907.4626865671642,923.3830845771145,954.5605306799337,962.5207296849087,1008.955223880597,1152.2388059701493,1169.485903814262,1426.2023217247097,1585.4063018242123,1626.5339966832505,1757.2139303482588,1935.7182413723235,2270.065959793791,2239.416093739447,2606.456908322253,2441.074857018222,2775.557816206579,2326.058336524859,431.9910514541387,171.58739595719382,218.74773199617326,286.21731780181096,635.4715719063546
Oman,1819.8959687906372,1868.4655396618987,1969.3107932379712,2230.6892067620283,2739.0117035110534,3022.6267880364103,3244.6033810143044,3462.4837451235367,3367.490247074123,3671.3914174252277,5000.715214564369,9250.650195058517,8766.31989596879,8213.524057217166,7533.5500650195045,7935.955786736021,6802.665799739922,7565.344603381014,6551.040312093628,6095.708712613784,5783.615084525357,5783.485045513654,5851.7555266579975,5988.296488946684
Qatar,,760.9890109890109,784.6153846153845,772.3626373626373,887.5,1065.7417582417581,1562.2252747252746,2317.5,1948.3516483516482,1876.7582417582416,,,,,,,,,,,11593.406593406593,15412.08791208791,,
Saudi Arabia,21026.666666666668,18501.86666666667,18747.466666666667,20910.4,25392.03860072376,29580.507343124165,35469.513008672446,38222.933333333334,41267.2,45244.53333333333,48530.933333333334,56497.86666666666,67020.0,80762.4,87185.86666666667,63672.8,70400.0,74612.26666666668,65362.666666666664,64558.4,63194.666666666664,70920.0,77765.33333333333,80330.66666666667
Syria,1022.526577913993,1102.9121569096455,1436.2107335444664,1388.544983485948,1450.3246566683906,1435.2156922841161,1599.0337230650305,1732.4168479019934,2181.9745811918024,2346.021283012365,2494.887483148397,,,,,,,,,,,,,
Türkiye,7216.051044802912,9050.377181982842,10277.901778278221,10920.773882177982,12081.156313728992,13036.508103188771,14987.758360003992,16809.57649517487,16047.510903507187,17650.464118175463,17006.477805307622,17694.320712694876,18427.646196756963,17576.538470505897,15668.749999999998,17827.702150796664,17822.738263164494,19648.69382385138,20436.917121238785,15782.990905830842,15254.829834666363,15036.835693606365,19577.831923543665,24978.735534603824
United Arab Emirates,5797.957794417972,5354.118447923757,5834.717494894487,6816.882232811437,6604.220558202859,7165.418652144315,8460.993873383253,11571.681415929203,13836.35125936011,17504.697072838666,19181.756296800544,19024.098025867937,23561.061946902657,22755.071477195375,,,,,,,,,,
"Yemen, North",,,,,,,,,,,,,,,,,,,,,,,,
Yemen,540.1014987668375,737.3665480427046,807.3132440800662,735.4851279386933,815.627463983416,822.1305360595587,1050.4993641714375,1196.4117658837429,1420.7752641153184,1448.153376747575,1612.2544434050515,1618.8401267080628,1648.7505235236633,1714.8308436874681,,,,,,,,,,
